Entity1,Relationship,Entity2,Evidence,Evidence URL
ADAL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAL,Neuropeptide,FLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAR,Neuropeptide,FLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADAR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADAR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADAmainframe.htm
ADEL,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADEL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADEL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADEL,Receptor,ACR-16,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Receptor,EXP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Receptor,TYRA-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,Receptor,TRP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADEL,type,"Sensory neuron (mechanosensory, possible pheromone-sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADER,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADER,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADER,Receptor,ACR-16,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Receptor,EXP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Receptor,TYRA-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,Receptor,TRP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADER,type,"Sensory neuron (mechanosensory, possible pheromone-sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADEmainframe.htm
ADFL,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Neuropeptide,FLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADFL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADFL,Receptor,MGL-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,SRB-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,SRD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFL,type,"Sensory neuron (chemosensory, oxygen- sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Neuropeptide,FLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADFR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADFR,Receptor,MGL-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,SRB-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,SRD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADFR,type,"Sensory neuron (chemosensory, oxygen- sensory)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADFmainframe.htm
ADLL,Neuropeptide,FLP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLL,Receptor,GCY-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,OCR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRB-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRE-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRH-132,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRH-220,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRI-51,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,SRO-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLL,type,"Sensory neuron (chemosensory, odorsensory, pheromone-sensory, nociceptive)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Neuropeptide,FLP-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Neuropeptide,FLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Neuropeptide,NLP-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
ADLR,Receptor,GCY-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,OCR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRB-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRE-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRH-132,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRH-220,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRI-51,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,SRO-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
ADLR,type,"Sensory neuron (chemosensory, odorsensory, pheromone-sensory, nociceptive)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/ADLmainframe.htm
AFDL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Neuropeptide,FLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AFDL,Receptor,GCY-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Receptor,GCY-23,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Receptor,GCY-29,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Receptor,GCY-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDL,type,Sensory neuron (thermosensory and CO2- sensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Neuropeptide,FLP-6,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Neuropeptide,NLP-21,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Neuropeptide,NLP-7,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AFDR,Receptor,GCY-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Receptor,GCY-23,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Receptor,GCY-29,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Receptor,GCY-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,Receptor,TMC-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AFDR,type,Sensory neuron (thermosensory and CO2- sensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AFDmainframe.htm
AIAL,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Neuropeptide,FLP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,GCY-28,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,GLC-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,MGL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,NPR-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,SCD-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Neuropeptide,FLP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,GCY-28,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,GLC-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,MGL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,NPR-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,NPR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,SCD-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIAR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIAmainframe.htm
AIBL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Neuropeptide,FLP-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Innexin,INX-1,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIBL,Receptor,GGR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,Receptor,MGL-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Neuropeptide,FLP-20,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Innexin,INX-1,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIBR,Receptor,GGR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Receptor,GLR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Receptor,SER-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,Receptor,MGL-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIBR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIBmainframe.htm
AIML,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Neuropeptide,FLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Neuropeptide,FLP-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIML,Receptor,GCY-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIML,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neurotransmitter,Serotonin,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neuropeptide,FLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neuropeptide,FLP-22,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neuropeptide,INS-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Neuropeptide,PDF-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIMR,Receptor,GCY-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AIMR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIMmainframe.htm
AINL,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AINmainframe.htm
AINL,Neuropeptide,FLP-19,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AINmainframe.htm
AINL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINL,Innexin,INX-17,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINL,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINL,type,Interneuron,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AINmainframe.htm
AINR,Neuropeptide,FLP-19,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AINmainframe.htm
AINR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,Innexin,INX-17,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AINR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AINmainframe.htm
AIYL,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Neuropeptide,FLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Innexin,INX-1,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AIYL,Receptor,ACR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,C50F7.1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,CKR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,GAR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,GCY-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,GLC-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,LGC-38,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,MGL-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,MOD-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,NPR-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,NPR-14,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,Receptor,SRA-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
AIYR,Neuropeptide,FLP-18,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AIYmainframe.htm
