Entity1,Relationship,Entity2,Evidence,Evidence URL
AVHL,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVHR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVHR,Receptor,GGR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHR,Receptor,GLR-4,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVHR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVHmainframe.htm
AVJL,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVJmainframe.htm
AVJL,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVJmainframe.htm
AVJR,Receptor,GLR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVJmainframe.htm
AVJR,Innexin,INX-4,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVJR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVJmainframe.htm
AVKL,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVKL,Innexin,INX-2,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-6,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKL,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVKL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVKR,Neuropeptide,FLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVKR,Innexin,INX-2,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-6,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-8,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-18,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,UNC-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVKR,Receptor,GLR-5,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVKR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVKmainframe.htm
AVL,Neurotransmitter,GABA,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVLmainframe.htm
AVL,type,"Polymodal (interneuron, motor neuron)",WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVLmainframe.htm
AVM,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVMmainframe.htm
AVM,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVM,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AVM,Receptor,PDFR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVMmainframe.htm
AVM,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AVMmainframe.htm
AWAL,Receptor,OCR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAL,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAL,Receptor,ODR-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAL,type,Sensory neuron (odorsensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAR,Receptor,OCR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAR,Receptor,OCR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAR,Receptor,ODR-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWAR,type,Sensory neuron (odorsensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWAmainframe.htm
AWBL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBL,Neuropeptide,NLP-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWBL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWBL,Receptor,AEX-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBL,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBL,Receptor,STR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBL,type,Sensory neuron (odorsensory) ,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,Neuropeptide,NLP-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWBR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWBR,Receptor,AEX-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,Receptor,STR-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWBR,type,Sensory neuron (odorsensory) ,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWBmainframe.htm
AWCL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWCL,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,Receptor,STR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,type,Sensory neuron (odorsensory and thermosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCR,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
AWCR,Receptor,DAF-11,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCR,Receptor,OSM-9,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCR,Receptor,STR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
AWCR,type,Sensory neuron (odorsensory and thermosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/AWCmainframe.htm
BAGL,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGL,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGL,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BAGL,Receptor,GCY-33,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGL,type,Sensory neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGR,Neurotransmitter,Glutamate,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGR,Neuropeptide,NLP-3,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGR,Innexin,INX-19,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BAGR,Receptor,GCY-33,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BAGR,type,Sensory neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BAGmainframe.htm
BDUL,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUL,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BDUL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BDUL,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUL,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUR,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUR,Neuropeptide,NLP-1,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BDUR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
BDUR,Receptor,GLR-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
BDUR,type,Interneuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/BDUmainframe.htm
CANL,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANL,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANL,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANL,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANL,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANL,Innexin,INX-13,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANL,Receptor,GGR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANL,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANL,type,Neuron with unknown function,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANR,Neuropeptide,NLP-10,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANR,Neuropeptide,NLP-15,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANR,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANR,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANR,Innexin,INX-12,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANR,Innexin,INX-13,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CANR,Receptor,GGR-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANR,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CANR,type,Neuron with unknown function,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CANmainframe.htm
CEPDL,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPDL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CEPDL,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPDL,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPDR,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPDR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CEPDR,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPDR,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVL,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVL,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CEPVL,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVL,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVR,Neurotransmitter,Dopamine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVR,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
CEPVR,Receptor,DOP-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
CEPVR,type,Sensory neuron (mechanosensory),WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/CEPmainframe.htm
DA1,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA1,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA1,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA1,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA1,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA1,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA1,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA2,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA2,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA2,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA2,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA2,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA2,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA2,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA3,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA3,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA3,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA3,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA3,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA3,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA3,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA4,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA4,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA4,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA4,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA4,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA4,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA4,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA5,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA5,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA5,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA5,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA5,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA5,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA5,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA6,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA6,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA6,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA6,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA6,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA6,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA6,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA7,Neurotransmitter,Acetylcholine,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA7,Innexin,INX-3,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA7,Innexin,INX-7,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA7,Innexin,UNC-9,"Altun et al., 2009",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2732576/table/T3/
DA7,Receptor,UNC-8,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA7,Receptor,SER-2,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
DA7,type,Motor neuron,WormAtlas,http://wormatlas.org/neurons/Individual%20Neurons/DANmainframe.htm
